,location
5759,"42.78555797045584,-73.97537888516318"
5760,"42.78513311825304,-73.97529215253938"
5761,"42.79206475504023,-73.97111828702471"
5762,"42.78916871007634,-73.97938899430574"
5763,"42.80279869387128,-73.9351923629778"
5764,"42.80612835833183,-73.94037025199717"
5765,"42.80612835833183,-73.94037025199717"
5766,"42.800025043799415,-73.93273395035055"
5767,"42.80203453099183,-73.93832929107545"
5768,"42.80203453099183,-73.93832929107545"
5769,"42.80171437899302,-73.93893819532808"
5770,"42.808696012730486,-73.93181987753825"
5771,"42.79989198368602,-73.93334322819696"
5772,"42.80312436924031,-73.9387649701763"
5773,"42.80312436924031,-73.9387649701763"
5774,"42.80484165067975,-73.93047473987788"
5775,"42.80484165067975,-73.93047473987788"
5776,"42.80347355307916,-73.92835203793517"
5777,"42.82686561066004,-73.92028597321483"
5778,"42.81228015945848,-73.91634736164937"
5779,"42.82665709470631,-73.91959956892991"
5780,"42.81244949297695,-73.91631114339016"
5781,"41.85583306899935,-74.1013030848947"
5782,"41.9228236923252,-74.0624934394799"
5783,"41.789420635270695,-74.29770539361829"
5784,"41.78937416066968,-74.29713158267793"
5785,"41.99049483013272,-73.99626842619577"
5786,"42.1716938006036,-74.01650733875441"
5787,"42.171473435794425,-74.01587283915825"
5788,"41.9012311127628,-73.98487236382817"
5789,"42.19493340895007,-74.13598001795941"
5790,"42.19475814861237,-74.13579554333138"
5791,"42.19520704694982,-74.13555596153167"
5792,"41.51008433401272,-73.97245215290262"
5793,"41.50766457449753,-73.9678512643051"
5794,"41.5078716311386,-73.96917719984879"
5795,"41.50710579035793,-73.96888453193641"
5796,"41.50681875013965,-73.96845565681184"
5797,"41.50707634464019,-73.96825242439998"
5798,"41.50486395917658,-73.9565860768846"
5799,"41.50486395917658,-73.9565860768846"
5800,"41.50459787446516,-73.95693139185255"
5801,"41.53693538992837,-73.90142583550592"
5802,"41.56143539324184,-73.79523894469528"
5803,"42.2499158042508,-73.76407448434911"
5804,"41.65605122701391,-73.73551986435105"
5805,"41.61233161921206,-73.98878813479548"
5806,"41.61233161921206,-73.98878813479548"
5807,"41.78707502605798,-73.69367301204029"
5808,"41.78636848428399,-73.69044974469942"
5809,"41.481868554923686,-74.06509907088248"
5810,"41.4700134639448,-74.0468201310089"
5811,"41.47852892276804,-74.05479867597148"
5812,"42.24816513077686,-73.6518061288588"
5813,"42.24824745643359,-73.65270857927555"
5814,"41.74623969261468,-73.81441126353722"
5815,"41.55488332822842,-73.72438557676708"
5816,"41.554259769200975,-73.72340138376796"
5817,"41.60885208865176,-74.14063589835072"
5818,"41.59795141589483,-73.88130068703683"
5819,"41.59795141589483,-73.88130068703683"
5820,"41.59825159333733,-73.88226945795182"
5821,"41.59825159333733,-73.88226945795182"
5822,"41.65024567476587,-73.5589233664038"
5823,"41.64846308549616,-73.5623408421776"
5824,"41.7004116273531,-73.90830304220957"
5825,"41.69434458942898,-73.92130331253975"
5826,"41.71192992100272,-73.90850150183059"
5827,"41.69930853385522,-73.85318405845675"
5828,"41.69050486042198,-73.85955671971436"
5829,"41.69155969693746,-73.86001281328238"
5830,"41.656621117322736,-74.69091697284051"
5831,"41.795735463696914,-74.74689864064179"
5832,"41.80258835414384,-74.74493283558954"
5833,"41.383988960045,-74.67823977943199"
5834,"43.3122689893941,-73.64112701208815"
5835,"43.3082131755056,-73.64716673100713"
5836,"43.28795197499321,-73.6283707238241"
5837,"43.28795115541273,-73.62850025778793"
5838,"43.27516205987845,-73.6316033458354"
5839,"43.28810769137935,-73.63017274306654"
5840,"43.33001646886648,-73.69117307399718"
5841,"43.32919947045959,-73.6867285809908"
5842,"43.32890963698103,-73.69056741563983"
5843,"43.23390042226833,-73.4588316212203"
5844,"43.23951276019277,-73.83047859285843"
5845,"43.27026896409936,-73.58656820969804"
5846,"43.27352085130914,-73.58610185064003"
5847,"43.17304203058765,-73.69727742629752"
5848,"43.17355952486686,-73.69753951564267"
5849,"43.31984491374432,-73.57591262906814"
5850,"43.32334039708947,-73.58083956715258"
5851,"43.3180458192843,-73.57774879476919"
5852,"43.3227648347492,-73.58127972986927"
5853,"43.41142729334112,-73.70048556200328"
5854,"43.44141358671479,-73.29676140497975"
5855,"43.839580183512005,-73.76076367849839"
5856,"44.68974600514067,-73.46919405019445"
5857,"44.68400365112928,-73.44477889677896"
5858,"44.683014305360736,-73.44634450660442"
5859,"44.683014305360736,-73.44634450660442"
5860,"44.68296001621107,-73.44715861291476"
5861,"44.40524295655074,-74.08561506302573"
5862,"44.20019114850886,-73.78141150080977"
5863,"44.27144920026931,-73.98370557117114"
5864,"44.27993230682071,-73.98566728247418"
5865,"44.27984789757357,-73.98552146571161"
5866,"44.27075396439705,-73.9862002865808"
5867,"44.84843885880598,-74.29715693647124"
5868,"44.69104661627384,-73.5714392934785"
5869,"44.58129448067309,-73.53706132648118"
5870,"44.044576627940174,-73.47927334696934"
5871,"44.0457489483985,-73.47885183124549"
5872,"44.044939162203846,-73.47820573143707"
5873,"44.991830838611136,-73.36807518692036"
5874,"44.237511684362346,-74.48992477186349"
5875,"44.36765168554504,-73.39513893256535"
5876,"42.93029667800161,-76.56418869402174"
5877,"42.93942396324231,-76.56779075660383"
5878,"42.936781083267554,-76.56118215103255"
5879,"42.92908532815805,-76.56503356780284"
5880,"43.16265255814772,-76.32925299835293"
5881,"43.16237782312655,-76.33129442085213"
5882,"43.15683087491428,-76.32340244479093"
5883,"43.04093330920097,-76.27484477949821"
5884,"43.08235923438099,-75.75089232725011"
5885,"43.08568453299875,-75.75212840997081"
5886,"43.16964891625384,-76.56876973037456"
5887,"42.93414912182156,-75.8460713703106"
5888,"42.933536963671806,-75.84611228166919"
5889,"42.93338992112739,-75.84480469790226"
5890,"43.05556151543052,-75.86826140813386"
5891,"43.06436313447455,-75.86976022902665"
5892,"43.04597225738427,-75.87025678185005"
5893,"43.05421119577036,-75.86795004366276"
5894,"43.05157383736895,-75.88677198181594"
5895,"43.06484109285593,-75.86845066853282"
5896,"43.05476411129919,-75.86695290020461"
5897,"42.58885012865456,-76.17975887048132"
5898,"42.58885012865456,-76.17975887048132"
5899,"42.588078636655936,-76.19374828008101"
5900,"42.60484784690497,-76.18178873589261"
5901,"43.0706939762692,-76.06381400596453"
5902,"43.03492326870046,-76.44470602776711"
5903,"43.03334648255305,-76.01344281171491"
5904,"43.3136865299586,-76.3936241767189"
5905,"42.59273030478048,-76.36654682958927"
5906,"42.58497569621973,-76.35796299638852"
5907,"42.58505126556801,-76.36912046457036"
5908,"42.8926155050725,-76.10949902277109"
5909,"42.89259549722635,-76.10829578088158"
5910,"42.8924524613847,-76.10875945786411"
5911,"42.59135050233229,-76.0892180310507"
5912,"43.07842076925044,-76.01661114700215"
5913,"43.07950398686378,-76.0015395671257"
5914,"43.44749281405469,-76.46262563714384"
5915,"43.44801199672118,-76.46315061808787"
5916,"43.25296265010287,-76.23974330400138"
5917,"43.25341272763549,-76.24044235363132"
5918,"43.25230749503183,-76.23985816552961"
5919,"42.91172314528993,-76.79605092323037"
5920,"42.91556436725129,-76.80109872011593"
5921,"43.28160782321056,-76.06975064458702"
5922,"43.03822867191333,-76.1570822618765"
5923,"43.04222142208384,-76.15050704809431"
5924,"43.03846185551159,-76.1558338648904"
5925,"43.04248030782089,-76.14455918563236"
5926,"43.06974351134613,-76.13584851289266"
5927,"43.062696379259776,-76.1275788913506"
5928,"43.07054266695634,-76.13527317303915"
5929,"43.059331417207794,-76.13389556066585"
5930,"43.0665868406985,-76.13569270393103"
5931,"43.05519135816634,-76.14275834887805"
5932,"43.05562172034458,-76.13151379229502"
5933,"43.059174503949706,-76.13850826616184"
5934,"43.04188734094997,-76.167480379844"
5935,"43.05002211178819,-76.17533987320827"
5936,"43.03683455571978,-76.16641811220146"
5937,"43.03450176370436,-76.1691522657018"
5938,"43.037968205381134,-76.1699325331323"
5939,"43.036659432071495,-76.17615857155403"
5940,"43.05321882176521,-76.18036600798374"
5941,"43.03827888711731,-76.17086152615964"
5942,"43.0134904175279,-76.14059051669092"
5943,"43.00509095685616,-76.14448239320153"
5944,"43.01798142326092,-76.14125366315072"
5945,"43.013928541484944,-76.14076413323373"
5946,"43.01599791740256,-76.14799097483862"
5947,"43.01599791740256,-76.14799097483862"
5948,"43.01642427271052,-76.15063817186548"
5949,"43.02203754903009,-76.14929936343262"
5950,"43.02203754903009,-76.14929936343262"
5951,"43.00989959568575,-76.14434004242939"
5952,"43.01638639752965,-76.14972918695725"
5953,"43.07400879719058,-76.10267756613443"
5954,"43.07307194668744,-76.1035730892905"
5955,"43.058265978907016,-76.10610421491305"
5956,"43.06685050758524,-76.1056156212584"
5957,"43.06943941504813,-76.11872808105298"
5958,"43.02156491141484,-76.1560370589705"
5959,"43.02159222657736,-76.15539926347891"
5960,"43.0219055360102,-76.15547250044372"
5961,"43.02206669919129,-76.15675575542402"
5962,"43.02137821196366,-76.15588501547538"
5963,"43.02435594733088,-76.16302169111114"
5964,"43.01139677219405,-76.16002006612814"
5965,"43.01139677219405,-76.16002006612814"
5966,"43.01510023726252,-76.15760774194952"
5967,"43.073378522241725,-76.15359275777203"
5968,"43.07769497996888,-76.14142476622139"
5969,"43.07769497996888,-76.14142476622139"
5970,"43.06846669551224,-76.1463942841669"
5971,"43.07329201317088,-76.15458823940698"
5972,"43.070182007208025,-76.14960192992477"
5973,"43.0761591041533,-76.15363941839806"
5974,"43.0694197656982,-76.14529080211202"
5975,"43.07722181248386,-76.15843313037112"
5976,"43.06946688492853,-76.14473950955293"
5977,"43.076973497597855,-76.14044581159635"
5978,"43.07088271882299,-76.14842120858322"
5979,"43.02591687560551,-76.13744352603004"
5980,"43.0358145244825,-76.12439678914136"
5981,"43.03514481057627,-76.12395410362062"
5982,"43.1314847651668,-76.12098424491073"
5983,"43.04965808011252,-76.07659189911428"
5984,"43.04579239462119,-76.22909147906411"
5985,"43.045059308767975,-76.22931979455973"
5986,"43.04718358866488,-76.10356311292473"
5987,"43.04261437254024,-76.09810359729428"
5988,"43.04729951810005,-76.1038613085899"
5989,"43.04979933567224,-76.09801882691356"
5990,"43.05099516278574,-76.09575838351147"
5991,"43.04597974885774,-76.11156425298401"
5992,"43.050275442553854,-76.11124675498075"
5993,"43.04296083914959,-76.09498594142207"
5994,"43.05021634408935,-76.09886439302439"
5995,"43.48777414160468,-75.33657427904471"
5996,"43.482361527542,-75.34108504332106"
5997,"43.48493898455409,-75.33898569403601"
5998,"43.48828136589119,-75.33675975366303"
5999,"43.485394516885385,-75.33851757935919"
6000,"43.48345745963536,-75.340499968654"
6001,"43.33745384929206,-75.74658810381067"
6002,"43.33322762114243,-75.74743898482875"
6003,"43.33386505114528,-75.74595213928878"
6004,"42.69276337483997,-74.93154341136247"
6005,"42.69278074253958,-74.93170615162913"
6006,"42.69216567599064,-74.93192751341981"
6007,"43.10470095649063,-74.77317965932954"
6008,"42.93332890429431,-74.63428890761752"
6009,"42.82251564015439,-75.54655859329371"
6010,"42.82104972844347,-75.54920076544818"
6011,"43.02743760124155,-74.99323723564781"
6012,"43.02457382449581,-74.99365195795434"
6013,"43.02900945368347,-74.9892942271609"
6014,"43.00898136153696,-75.04379298421468"
6015,"43.04477778136659,-74.8667459136671"
6016,"43.0437015672668,-74.85197637973346"
6017,"43.0444484009573,-74.85109260528405"
6018,"43.04727171889687,-74.86964969984972"
6019,"43.04462766865582,-74.86801675053584"
6020,"42.6252302445135,-75.3408969343183"
6021,"43.07164028477377,-75.2973102727723"
6022,"43.07096495152213,-75.28446774165701"
6023,"43.06705397675466,-75.28664702095863"
6024,"43.08561498589536,-75.65254706069891"
6025,"43.090280700879525,-75.6473438488235"
6026,"43.16181558876676,-75.34020640834089"
6027,"43.2234799615333,-75.45954401378062"
6028,"43.218300745661885,-75.45764496991575"
6029,"43.22573694628621,-75.44508792672141"
6030,"43.07685828377509,-75.5901457734369"
6031,"43.068539646525934,-75.60465795279153"
6032,"43.07186282784808,-75.60157582622485"
6033,"43.07154823444733,-75.60032679177263"
6034,"43.2213558265822,-75.28848202932684"
6035,"43.12541135449124,-75.31756153254184"
6036,"43.12541135449124,-75.31756153254184"
6037,"43.11067205520835,-75.27678280749359"
6038,"43.108049619532,-75.27576864919499"
6039,"43.08523022510203,-75.23888769218507"
6040,"43.087756255195366,-75.2306484306052"
6041,"43.08243547726377,-75.2331752708581"
6042,"43.091433677192015,-75.2404364203275"
6043,"43.08389876088307,-75.23294912949193"
6044,"43.10110630161802,-75.23805675927538"
6045,"43.10015785142721,-75.23730503051043"
6046,"43.981349504211245,-75.91040268668971"
6047,"43.97419446330021,-75.90985695646866"
6048,"43.97386763008924,-75.91072000112418"
6049,"43.967737767551874,-75.90315344801951"
6050,"43.97399850130785,-75.91009786300368"
6051,"43.97779367748167,-75.9054518879198"
6052,"43.96888996342127,-75.91280765127685"
6053,"43.859717243826616,-76.00566170726096"
6054,"44.00414180824196,-75.78617878874383"
6055,"44.00510534202917,-75.78631916931036"
6056,"44.03518361084729,-75.85660764239407"
6057,"43.98006656226903,-75.5965357507687"
6058,"43.97950207886716,-75.60186762176998"
6059,"43.97986539080933,-75.60125259065603"
6060,"44.0802084787323,-75.82784625559712"
6061,"44.19335172692583,-75.9643890345304"
6062,"44.20097515278399,-75.96593837508169"
6063,"44.19433172382902,-75.96589170870583"
6064,"44.20202877581645,-75.96529087644008"
6065,"44.92980328864444,-74.89251732222098"
6066,"44.93035035588484,-74.88259413871087"
6067,"44.75194351272732,-74.99401349276627"
6068,"44.752398960005394,-75.00100876341841"
6069,"44.75058366000192,-74.99306287053525"
6070,"44.75279020083113,-74.99384918714148"
6071,"44.69606237379789,-75.4855249156005"
6072,"44.69606237379789,-75.4855249156005"
6073,"44.69293738893488,-75.47925247058879"
6074,"44.69649385503264,-75.47689314551592"
6075,"44.69652012981725,-75.48481400934128"
6076,"44.69652012981725,-75.48481400934128"
6077,"44.69562180571565,-75.48633530103402"
6078,"44.69703468943096,-75.47607268049599"
6079,"44.21751261268692,-75.79925190523883"
6080,"44.21610614172533,-75.79833105087252"
6081,"42.15271029847891,-76.0570673456551"
6082,"42.15214406132379,-76.05683128712984"
6083,"42.15179969183215,-76.05774189538617"
6084,"42.45439911662044,-76.03765521933792"
6085,"42.546766037245725,-75.24965166938514"
6086,"42.45929141918182,-75.05803057533737"
6087,"42.45941557645341,-75.05758871935689"
6088,"42.46000054842396,-75.05791768594317"
6089,"42.31629879973375,-75.39004217845333"
6090,"42.30606315827632,-75.39138849863991"
6091,"42.13673716245607,-75.89551787876678"
6092,"42.1462280931939,-75.89043205079761"
6093,"42.076296526700034,-75.90619567947861"
6094,"42.07592658425918,-75.90605333626043"
6095,"42.11438349189471,-75.93831564932981"
6096,"42.99278643647012,-78.18354284267011"
6097,"42.997491496784974,-78.19341713283394"
6098,"42.90483128182839,-78.69411385780518"
6099,"42.91240610679646,-78.69594518648066"
6100,"42.912196978625126,-78.69632217280846"
6101,"42.91265419133149,-78.69651969992648"
6102,"42.6960948230735,-78.99152740507192"
6103,"42.6960948230735,-78.99152740507192"
6104,"42.69585515693744,-78.99242543584151"
6105,"42.69585515693744,-78.99242543584151"
6106,"42.48331153911958,-79.31962239051222"
6107,"42.4834568467295,-79.31954711914626"
6108,"42.48031492029646,-79.32246826661556"
6109,"42.43131923901183,-79.33149004785128"
6110,"42.4751413814035,-78.94137905644958"
6111,"42.47344019358943,-78.94103550913589"
6112,"42.47268852876105,-78.941550599118"
6113,"42.46427273916166,-78.92698402787576"
6114,"42.475394096836126,-78.94169017788529"
6115,"42.90703630840411,-78.66884255627106"
6116,"42.53957426531537,-78.93088868732993"
6117,"43.16555156900286,-78.7018645637702"
6118,"43.222832357064334,-78.37797466383662"
6119,"43.22239192329689,-78.37774769936168"
6120,"43.0521003987743,-78.84605119811485"
6121,"42.7703528909873,-78.74781917041604"
6122,"42.763734110871525,-78.75140702972806"
6123,"43.232481395360345,-78.90787287817435"
6124,"42.514911375949694,-78.67928136760122"
6125,"42.89709943775074,-78.88361779665534"
6126,"42.88515345599292,-78.8767801101324"
6127,"42.87867736387,-78.87819176457775"
6128,"42.90271555355027,-78.8674013454777"
6129,"42.90282289674101,-78.86708073891027"
6130,"42.88370627301844,-78.85958438881467"
6131,"42.88157655375766,-78.86532069978328"
6132,"42.88949099807682,-78.85797406956279"
6133,"42.89132063422735,-78.86498676417946"
6134,"42.8776684839039,-78.81314497870599"
6135,"42.95495625810428,-78.9043145378502"
6136,"42.94578962983508,-78.89034151578583"
6137,"42.93943246401261,-78.89071691283407"
6138,"42.95746578216929,-78.8981050997449"
6139,"42.946691114868415,-78.88992912171098"
6140,"42.958325585078384,-78.89823145871648"
6141,"42.95440921493648,-78.90454635262705"
6142,"42.95406574466896,-78.90389499858047"
6143,"42.94967592039113,-78.88837258161448"
6144,"42.95469945993871,-78.90324863408857"
6145,"42.94628330906709,-78.89071857057623"
6146,"42.91590828684633,-78.84574162221442"
6147,"42.91590828684633,-78.84574162221442"
