,facility_code,category,slot_expanded
24307,25778,over5,0.0
24308,278042,under5,0.0
24309,278042,over5,0.0
24310,857702,under5,0.0
24311,857702,over5,0.0
24312,42907,under5,0.0
24313,42907,over5,0.0
24314,782403,under5,0.0
24315,782403,over5,0.0
24316,820985,under5,0.0
24317,820985,over5,0.0
24318,231439,under5,0.0
24319,231439,over5,0.0
24320,395979,under5,0.0
24321,395979,over5,0.0
24322,321160,under5,0.0
24323,321160,over5,0.0
24324,41005,under5,0.0
24325,41005,over5,0.0
24326,429389,under5,0.0
24327,429389,over5,0.0
24328,873528,under5,0.0
24329,873528,over5,0.0
24330,693595,under5,0.0
24331,693595,over5,0.0
24332,40203,under5,0.0
24333,40203,over5,0.0
24334,592633,under5,0.0
24335,592633,over5,0.0
24336,873416,under5,0.0
24337,873416,over5,0.0
24338,156512,under5,0.0
24339,156512,over5,0.0
24340,891439,under5,0.0
24341,891439,over5,0.0
24342,888798,under5,0.0
24343,888798,over5,0.0
24344,659512,under5,0.0
24345,659512,over5,0.0
24346,843748,under5,0.0
24347,843748,over5,0.0
24348,427911,under5,0.0
24349,427911,over5,0.0
24350,555176,under5,0.0
24351,555176,over5,0.0
24352,894815,under5,0.0
24353,894815,over5,0.0
24354,919509,under5,0.0
24355,919509,over5,0.0
24356,907425,under5,0.0
24357,907425,over5,0.0
24358,645514,under5,0.0
24359,645514,over5,0.0
24360,363807,under5,0.0
24361,363807,over5,0.0
24362,912056,under5,0.0
24363,912056,over5,1.0
24364,889800,under5,0.0
24365,889800,over5,0.0
24366,41487,under5,7.0
24367,41487,over5,0.0
24368,909351,under5,0.0
24369,909351,over5,0.0
24370,913452,under5,1.0
24371,913452,over5,0.0
24372,42999,under5,0.0
24373,42999,over5,0.0
24374,103130,under5,0.0
24375,103130,over5,0.0
24376,409927,under5,0.0
24377,409927,over5,0.0
24378,849336,under5,0.0
24379,849336,over5,0.0
24380,812201,under5,0.0
24381,812201,over5,0.0
24382,624443,under5,0.0
24383,624443,over5,0.0
24384,223798,under5,0.0
24385,223798,over5,0.0
24386,41114,under5,0.0
24387,41114,over5,0.0
24388,368993,under5,0.0
24389,368993,over5,0.0
24390,365538,under5,0.0
24391,365538,over5,0.0
24392,654111,under5,0.0
24393,654111,over5,0.0
24394,208220,under5,0.0
24395,208220,over5,0.0
24396,115371,under5,0.0
24397,115371,over5,0.0
24398,803001,under5,2.0
24399,803001,over5,0.0
24400,313413,under5,0.0
24401,313413,over5,0.0
24402,43464,under5,0.0
24403,43464,over5,0.0
24404,744316,under5,0.0
24405,744316,over5,0.0
24406,37296,under5,0.0
24407,37296,over5,0.0
24408,737000,under5,0.0
24409,737000,over5,0.0
24410,266149,under5,0.0
24411,266149,over5,0.0
24412,794132,under5,0.0
24413,794132,over5,0.0
24414,851125,under5,0.0
24415,851125,over5,0.0
24416,486008,under5,0.0
24417,486008,over5,0.0
24418,518567,under5,0.0
24419,518567,over5,0.0
24420,877875,under5,0.0
24421,877875,over5,0.0
24422,39309,under5,12.0
24423,39309,over5,0.0
24424,30909,under5,0.0
24425,30909,over5,0.0
24426,868275,under5,0.0
24427,868275,over5,0.0
24428,796192,under5,0.0
24429,796192,over5,0.0
24430,847346,under5,0.0
24431,847346,over5,0.0
24432,647746,under5,0.0
24433,647746,over5,0.0
24434,471974,under5,0.0
24435,471974,over5,0.0
24436,393449,under5,0.0
24437,393449,over5,0.0
24438,374348,under5,0.0
24439,374348,over5,0.0
24440,208188,under5,0.0
24441,208188,over5,0.0
24442,384716,under5,0.0
24443,384716,over5,0.0
24444,647710,under5,0.0
24445,647710,over5,0.0
24446,820382,under5,0.0
24447,820382,over5,0.0
24448,41111,under5,0.0
24449,41111,over5,0.0
24450,43800,under5,0.0
24451,43800,over5,0.0
24452,567684,under5,0.0
24453,567684,over5,0.0
24454,800628,under5,0.0
24455,800628,over5,0.0
24456,870675,under5,0.0
24457,870675,over5,0.0
24458,761975,under5,0.0
24459,761975,over5,0.0
24460,891619,under5,0.0
24461,891619,over5,0.0
24462,794830,under5,0.0
24463,794830,over5,0.0
24464,584627,under5,0.0
24465,584627,over5,0.0
24466,911210,under5,0.0
24467,911210,over5,0.0
24468,672829,under5,0.0
24469,672829,over5,0.0
24470,785634,under5,0.0
24471,785634,over5,0.0
24472,676249,under5,0.0
24473,676249,over5,0.0
24474,822545,under5,0.0
24475,822545,over5,0.0
24476,278676,under5,0.0
24477,278676,over5,0.0
24478,16860,under5,0.0
24479,16860,over5,0.0
24480,10251,under5,0.0
24481,10251,over5,0.0
24482,833625,under5,0.0
24483,833625,over5,0.0
24484,506834,under5,0.0
24485,506834,over5,0.0
24486,41109,under5,0.0
24487,41109,over5,0.0
24488,885916,under5,0.0
24489,885916,over5,0.0
24490,726516,under5,0.0
24491,726516,over5,0.0
24492,14769,under5,0.0
24493,14769,over5,0.0
24494,354636,under5,0.0
24495,354636,over5,0.0
24496,867454,under5,0.0
24497,867454,over5,0.0
24498,313976,under5,0.0
24499,313976,over5,0.0
24500,692059,under5,0.0
24501,692059,over5,0.0
24502,888034,under5,0.0
24503,888034,over5,0.0
24504,309289,under5,0.0
24505,309289,over5,0.0
24506,888525,under5,0.0
24507,888525,over5,0.0
24508,896366,under5,0.0
24509,896366,over5,0.0
24510,778561,under5,0.0
24511,778561,over5,0.0
24512,349859,under5,0.0
24513,349859,over5,0.0
24514,43591,under5,0.0
24515,43591,over5,0.0
24516,809874,under5,0.0
24517,809874,over5,0.0
24518,891723,under5,0.0
24519,891723,over5,0.0
24520,140822,under5,0.0
24521,140822,over5,0.0
24522,325035,under5,0.0
24523,325035,over5,0.0
24524,260857,under5,0.0
24525,260857,over5,0.0
24526,902559,under5,0.0
24527,902559,over5,0.0
24528,297785,under5,1.0
24529,297785,over5,0.0
24530,283114,under5,0.0
24531,283114,over5,6.0
24532,44457,under5,0.0
24533,44457,over5,0.0
24534,28297,under5,0.0
24535,28297,over5,0.0
24536,191758,under5,0.0
24537,191758,over5,0.0
24538,512796,under5,0.0
24539,512796,over5,0.0
24540,773349,under5,0.0
24541,773349,over5,0.0
24542,43968,under5,20.0
24543,43968,over5,0.0
24544,887,under5,0.0
24545,887,over5,0.0
24546,794988,under5,0.0
24547,794988,over5,0.0
24548,907054,under5,0.0
24549,907054,over5,0.0
24550,890693,under5,0.0
24551,890693,over5,0.0
24552,865316,under5,0.0
24553,865316,over5,0.0
24554,809228,under5,0.0
24555,809228,over5,0.0
24556,135331,under5,0.0
24557,135331,over5,0.0
24558,791498,under5,0.0
24559,791498,over5,0.0
24560,686623,under5,0.0
24561,686623,over5,0.0
24562,45069,under5,2.0
24563,45069,over5,0.0
24564,14174,under5,0.0
24565,14174,over5,0.0
24566,854602,under5,0.0
24567,854602,over5,0.0
24568,783753,under5,0.0
24569,783753,over5,0.0
24570,477980,under5,0.0
24571,477980,over5,0.0
24572,22987,under5,0.0
24573,22987,over5,0.0
24574,848112,under5,0.0
24575,848112,over5,0.0
24576,921227,under5,0.0
24577,921227,over5,0.0
24578,919528,under5,0.0
24579,919528,over5,0.0
24580,888303,under5,19.0
24581,888303,over5,0.0
24582,897277,under5,0.0
24583,897277,over5,0.0
24584,165669,under5,0.0
24585,165669,over5,0.0
24586,330729,under5,0.0
24587,330729,over5,0.0
24588,853715,under5,0.0
24589,853715,over5,0.0
24590,849130,under5,0.0
24591,849130,over5,0.0
24592,891282,under5,0.0
24593,891282,over5,0.0
24594,41014,under5,0.0
24595,41014,over5,0.0
24596,19666,under5,0.0
24597,19666,over5,0.0
24598,877454,under5,0.0
24599,877454,over5,0.0
24600,851420,under5,0.0
24601,851420,over5,0.0
24602,481946,under5,0.0
24603,481946,over5,0.0
24604,8291,under5,0.0
24605,8291,over5,0.0
24606,917146,under5,0.0
24607,917146,over5,0.0
24608,921484,under5,0.0
24609,921484,over5,0.0
24610,865950,under5,0.0
24611,865950,over5,0.0
24612,804305,under5,0.0
24613,804305,over5,0.0
24614,827592,under5,0.0
24615,827592,over5,0.0
24616,499040,under5,0.0
24617,499040,over5,0.0
24618,45211,under5,0.0
24619,45211,over5,0.0
24620,115012,under5,0.0
24621,115012,over5,0.0
24622,44022,under5,15.0
24623,44022,over5,0.0
24624,266764,under5,6.0
24625,266764,over5,0.0
24626,879845,under5,0.0
24627,879845,over5,0.0
24628,813265,under5,0.0
24629,813265,over5,0.0
24630,260194,under5,0.0
24631,260194,over5,0.0
24632,889678,under5,0.0
24633,889678,over5,0.0
24634,44542,under5,0.0
24635,44542,over5,0.0
24636,548210,under5,0.0
24637,548210,over5,0.0
24638,7908,under5,0.0
24639,7908,over5,0.0
24640,702648,under5,0.0
24641,702648,over5,0.0
24642,852615,under5,0.0
24643,852615,over5,0.0
24644,43568,under5,0.0
24645,43568,over5,0.0
24646,26459,under5,0.0
24647,26459,over5,0.0
24648,892915,under5,3.0
24649,892915,over5,0.0
24650,825614,under5,0.0
24651,825614,over5,0.0
24652,667862,under5,1.0
24653,667862,over5,0.0
24654,10820,under5,0.0
24655,10820,over5,0.0
24656,791197,under5,0.0
24657,791197,over5,0.0
24658,44082,under5,0.0
24659,44082,over5,0.0
24660,152685,under5,0.0
24661,152685,over5,0.0
24662,667589,under5,0.0
24663,667589,over5,0.0
24664,733322,under5,0.0
24665,733322,over5,0.0
24666,444540,under5,0.0
24667,444540,over5,0.0
24668,884887,under5,0.0
24669,884887,over5,0.0
24670,909152,under5,0.0
24671,909152,over5,0.0
24672,629725,under5,0.0
24673,629725,over5,0.0
24674,425696,under5,0.0
24675,425696,over5,0.0
24676,488,under5,0.0
24677,488,over5,0.0
24678,352941,under5,0.0
24679,352941,over5,0.0
24680,199979,under5,0.0
24681,199979,over5,0.0
24682,352072,under5,0.0
24683,352072,over5,0.0
24684,866239,under5,0.0
24685,866239,over5,0.0
24686,886239,under5,0.0
24687,886239,over5,0.0
24688,718461,under5,0.0
24689,718461,over5,0.0
24690,467668,under5,0.0
24691,467668,over5,0.0
24692,696751,under5,0.0
24693,696751,over5,0.0
24694,525032,under5,0.0
24695,525032,over5,0.0
24696,826179,under5,0.0
24697,826179,over5,0.0
24698,5403,under5,0.0
24699,5403,over5,0.0
24700,850451,under5,0.0
24701,850451,over5,0.0
24702,668038,under5,0.0
24703,668038,over5,0.0
24704,43382,under5,30.0
24705,43382,over5,0.0
24706,305372,under5,0.0
24707,305372,over5,0.0
24708,844455,under5,0.0
24709,844455,over5,0.0
24710,712069,under5,39.0
24711,712069,over5,0.0
24712,880934,under5,0.0
24713,880934,over5,0.0
24714,160947,under5,0.0
24715,160947,over5,0.0
24716,486629,under5,0.0
24717,486629,over5,0.0
24718,28877,under5,0.0
24719,28877,over5,0.0
24720,109445,under5,0.0
24721,109445,over5,0.0
24722,500307,under5,0.0
24723,500307,over5,0.0
24724,764251,under5,15.0
24725,764251,over5,0.0
24726,578531,under5,0.0
24727,578531,over5,0.0
24728,148071,under5,0.0
24729,148071,over5,0.0
24730,207322,under5,0.0
24731,207322,over5,0.0
24732,486576,under5,0.0
24733,486576,over5,0.0
24734,183741,under5,0.0
24735,183741,over5,0.0
24736,867664,under5,0.0
24737,867664,over5,0.0
24738,901718,under5,0.0
24739,901718,over5,0.0
24740,920233,under5,0.0
24741,920233,over5,0.0
24742,887883,under5,0.0
24743,887883,over5,0.0
24744,907021,under5,0.0
24745,907021,over5,0.0
24746,888522,under5,0.0
24747,888522,over5,0.0
24748,922406,under5,0.0
24749,922406,over5,0.0
24750,884864,under5,0.0
24751,884864,over5,0.0
24752,875558,under5,0.0
24753,875558,over5,0.0
24754,848694,under5,0.0
24755,848694,over5,0.0
24756,262808,under5,0.0
24757,262808,over5,0.0
24758,8319,under5,0.0
24759,8319,over5,0.0
24760,262809,under5,0.0
24761,262809,over5,0.0
24762,252770,under5,0.0
24763,252770,over5,0.0
24764,747161,under5,0.0
24765,747161,over5,0.0
24766,804112,under5,0.0
24767,804112,over5,0.0
24768,599454,under5,0.0
24769,599454,over5,0.0
24770,350658,under5,0.0
24771,350658,over5,0.0
24772,295838,under5,0.0
24773,295838,over5,0.0
24774,866654,under5,0.0
24775,866654,over5,0.0
24776,876747,under5,0.0
24777,876747,over5,0.0
24778,42111,under5,0.0
24779,42111,over5,0.0
24780,262636,under5,0.0
24781,262636,over5,0.0
24782,40896,under5,0.0
24783,40896,over5,0.0
24784,850752,under5,0.0
24785,850752,over5,0.0
24786,35596,under5,0.0
24787,35596,over5,0.0
24788,907574,under5,0.0
24789,907574,over5,0.0
24790,893308,under5,0.0
24791,893308,over5,0.0
24792,901748,under5,0.0
24793,901748,over5,0.0
24794,901209,under5,0.0
24795,901209,over5,0.0
24796,907871,under5,0.0
24797,907871,over5,0.0
24798,245338,under5,0.0
24799,245338,over5,0.0
24800,911806,under5,2.0
24801,911806,over5,0.0
24802,675422,under5,0.0
24803,675422,over5,0.0
24804,2551,under5,0.0
24805,2551,over5,0.0
24806,43452,under5,9.0
24807,43452,over5,0.0
24808,260758,under5,17.0
24809,260758,over5,0.0
24810,243071,under5,0.0
24811,243071,over5,0.0
24812,246466,under5,0.0
24813,246466,over5,0.0
24814,433286,under5,0.0
24815,433286,over5,0.0
24816,42630,under5,16.0
24817,42630,over5,0.0
24818,45060,under5,13.0
24819,45060,over5,0.0
24820,31388,under5,0.0
24821,31388,over5,0.0
24822,914947,under5,0.0
24823,914947,over5,0.0
24824,779093,under5,10.0
24825,779093,over5,0.0
24826,161161,under5,0.0
24827,161161,over5,0.0
24828,721599,under5,0.0
24829,721599,over5,0.0
24830,146238,under5,0.0
24831,146238,over5,0.0
24832,364076,under5,0.0
24833,364076,over5,0.0
24834,44427,under5,9.0
24835,44427,over5,0.0
24836,233693,under5,0.0
24837,233693,over5,0.0
24838,20425,under5,0.0
24839,20425,over5,0.0
24840,921982,under5,11.0
24841,921982,over5,0.0
24842,834059,under5,0.0
24843,834059,over5,0.0
24844,358265,under5,0.0
24845,358265,over5,0.0
24846,128111,under5,0.0
24847,128111,over5,0.0
24848,429708,under5,0.0
24849,429708,over5,0.0
24850,555208,under5,0.0
24851,555208,over5,0.0
24852,39606,under5,0.0
24853,39606,over5,0.0
24854,861479,under5,0.0
24855,861479,over5,0.0
24856,893901,under5,0.0
24857,893901,over5,0.0
24858,871559,under5,0.0
24859,871559,over5,0.0
24860,629570,under5,4.0
24861,629570,over5,0.0
24862,794680,under5,20.0
24863,794680,over5,0.0
24864,899532,under5,0.0
24865,899532,over5,0.0
24866,767676,under5,0.0
24867,767676,over5,0.0
24868,412864,under5,0.0
24869,412864,over5,0.0
24870,871512,under5,0.0
24871,871512,over5,0.0
24872,377083,under5,0.0
24873,377083,over5,0.0
24874,842740,under5,0.0
24875,842740,over5,0.0
24876,39605,under5,0.0
24877,39605,over5,0.0
24878,366438,under5,0.0
24879,366438,over5,0.0
24880,910494,under5,0.0
24881,910494,over5,0.0
24882,926503,under5,0.0
24883,926503,over5,0.0
24884,308535,under5,32.0
24885,308535,over5,0.0
24886,43074,under5,12.0
24887,43074,over5,0.0
24888,113817,under5,34.0
24889,113817,over5,0.0
24890,867766,under5,0.0
24891,867766,over5,0.0
24892,733472,under5,0.0
24893,733472,over5,0.0
24894,639665,under5,0.0
24895,639665,over5,0.0
24896,530741,under5,0.0
24897,530741,over5,0.0
24898,911728,under5,22.0
24899,911728,over5,0.0
24900,922686,under5,0.0
24901,922686,over5,0.0
24902,910773,under5,0.0
24903,910773,over5,0.0
24904,893459,under5,0.0
24905,893459,over5,0.0
24906,525069,under5,0.0
24907,525069,over5,0.0
24908,786482,under5,0.0
24909,786482,over5,0.0
24910,596375,under5,0.0
24911,596375,over5,0.0
24912,865348,under5,0.0
24913,865348,over5,0.0
24914,329297,under5,0.0
24915,329297,over5,0.0
24916,866469,under5,0.0
24917,866469,over5,0.0
24918,359860,under5,0.0
24919,359860,over5,0.0
24920,843104,under5,0.0
24921,843104,over5,0.0
24922,900172,under5,0.0
24923,900172,over5,0.0
24924,887490,under5,0.0
24925,887490,over5,0.0
24926,693761,under5,0.0
24927,693761,over5,0.0
24928,629569,under5,0.0
24929,629569,over5,0.0
24930,894978,under5,0.0
24931,894978,over5,0.0
24932,173555,under5,17.0
24933,173555,over5,0.0
24934,375871,under5,0.0
24935,375871,over5,0.0
24936,830475,under5,0.0
24937,830475,over5,0.0
24938,42152,under5,16.0
24939,42152,over5,0.0
24940,877939,under5,0.0
24941,877939,over5,0.0
24942,39320,under5,12.0
24943,39320,over5,0.0
24944,39315,under5,23.0
24945,39315,over5,0.0
24946,43735,under5,0.0
24947,43735,over5,0.0
24948,129572,under5,0.0
24949,129572,over5,0.0
24950,843653,under5,0.0
24951,843653,over5,0.0
24952,522157,under5,0.0
24953,522157,over5,0.0
24954,399831,under5,21.0
24955,399831,over5,0.0
24956,43734,under5,0.0
24957,43734,over5,0.0
24958,741070,under5,0.0
24959,741070,over5,0.0
24960,693908,under5,0.0
24961,693908,over5,0.0
24962,142437,under5,0.0
24963,142437,over5,0.0
24964,791639,under5,0.0
24965,791639,over5,0.0
24966,482980,under5,0.0
24967,482980,over5,0.0
24968,702279,under5,0.0
24969,702279,over5,0.0
24970,378664,under5,7.0
24971,378664,over5,0.0
24972,447956,under5,0.0
24973,447956,over5,0.0
24974,43273,under5,14.0
24975,43273,over5,0.0
24976,916251,under5,0.0
24977,916251,over5,0.0
24978,919683,under5,0.0
24979,919683,over5,0.0
24980,371546,under5,0.0
24981,371546,over5,0.0
24982,867027,under5,0.0
24983,867027,over5,0.0
24984,213827,under5,0.0
24985,213827,over5,0.0
24986,873511,under5,0.0
24987,873511,over5,0.0
24988,842809,under5,0.0
24989,842809,over5,0.0
24990,865672,under5,0.0
24991,865672,over5,0.0
24992,362345,under5,0.0
24993,362345,over5,0.0
24994,711217,under5,0.0
24995,711217,over5,0.0
24996,895652,under5,0.0
24997,895652,over5,0.0
24998,262035,under5,0.0
24999,262035,over5,0.0
25000,849904,under5,0.0
25001,849904,over5,0.0
25002,29164,under5,0.0
25003,29164,over5,0.0
25004,323087,under5,0.0
25005,323087,over5,0.0
25006,848896,under5,0.0
25007,848896,over5,0.0
25008,410573,under5,0.0
25009,410573,over5,0.0
25010,41911,under5,20.0
25011,41911,over5,0.0
25012,262870,under5,27.0
25013,262870,over5,0.0
25014,735649,under5,5.0
25015,735649,over5,0.0
25016,882261,under5,0.0
25017,882261,over5,0.0
25018,609562,under5,0.0
25019,609562,over5,0.0
25020,547793,under5,16.0
25021,547793,over5,0.0
25022,210884,under5,0.0
25023,210884,over5,0.0
25024,734414,under5,0.0
25025,734414,over5,0.0
25026,822156,under5,0.0
25027,822156,over5,0.0
25028,901283,under5,23.0
25029,901283,over5,0.0
25030,907734,under5,0.0
25031,907734,over5,0.0
25032,904549,under5,0.0
25033,904549,over5,0.0
25034,845696,under5,0.0
25035,845696,over5,0.0
25036,9346,under5,0.0
25037,9346,over5,0.0
25038,582017,under5,0.0
25039,582017,over5,0.0
25040,922661,under5,0.0
25041,922661,over5,0.0
25042,343971,under5,0.0
25043,343971,over5,0.0
25044,32131,under5,0.0
25045,32131,over5,0.0
25046,603575,under5,0.0
25047,603575,over5,0.0
25048,716399,under5,0.0
25049,716399,over5,0.0
25050,39973,under5,0.0
25051,39973,over5,0.0
25052,160359,under5,12.0
25053,160359,over5,0.0
25054,355904,under5,0.0
25055,355904,over5,0.0
25056,874574,under5,0.0
25057,874574,over5,0.0
25058,39972,under5,0.0
25059,39972,over5,0.0
25060,43572,under5,4.0
25061,43572,over5,0.0
25062,263623,under5,0.0
25063,263623,over5,0.0
25064,855755,under5,0.0
25065,855755,over5,0.0
25066,38505,under5,0.0
25067,38505,over5,0.0
25068,240933,under5,0.0
25069,240933,over5,0.0
25070,709965,under5,15.0
25071,709965,over5,0.0
25072,876544,under5,0.0
25073,876544,over5,0.0
25074,124766,under5,0.0
25075,124766,over5,0.0
25076,634320,under5,0.0
25077,634320,over5,0.0
25078,5629,under5,0.0
25079,5629,over5,0.0
25080,869218,under5,0.0
25081,869218,over5,0.0
25082,223785,under5,0.0
25083,223785,over5,0.0
25084,848795,under5,0.0
25085,848795,over5,0.0
25086,41931,under5,2.0
25087,41931,over5,0.0
25088,873141,under5,14.0
25089,873141,over5,0.0
25090,765573,under5,0.0
25091,765573,over5,0.0
25092,918834,under5,0.0
25093,918834,over5,0.0
25094,921867,under5,0.0
25095,921867,over5,0.0
25096,921866,under5,0.0
25097,921866,over5,0.0
25098,901208,under5,14.0
25099,901208,over5,0.0
25100,563599,under5,0.0
25101,563599,over5,0.0
25102,442177,under5,0.0
25103,442177,over5,0.0
25104,844824,under5,0.0
25105,844824,over5,0.0
25106,451803,under5,0.0
25107,451803,over5,0.0
25108,177249,under5,12.0
25109,177249,over5,0.0
25110,29121,under5,0.0
25111,29121,over5,0.0
25112,43477,under5,5.0
25113,43477,over5,0.0
25114,13681,under5,0.0
25115,13681,over5,0.0
25116,271801,under5,0.0
25117,271801,over5,0.0
25118,892090,under5,0.0
25119,892090,over5,0.0
25120,253105,under5,0.0
25121,253105,over5,0.0
25122,30932,under5,0.0
25123,30932,over5,0.0
25124,385801,under5,0.0
25125,385801,over5,0.0
25126,748591,under5,0.0
25127,748591,over5,0.0
25128,44040,under5,0.0
25129,44040,over5,0.0
25130,43276,under5,0.0
25131,43276,over5,0.0
25132,5532,under5,0.0
25133,5532,over5,0.0
25134,317855,under5,0.0
25135,317855,over5,0.0
25136,897333,under5,0.0
25137,897333,over5,0.0
25138,834480,under5,0.0
25139,834480,over5,0.0
25140,13342,under5,0.0
25141,13342,over5,0.0
25142,745065,under5,0.0
25143,745065,over5,0.0
25144,908990,under5,0.0
25145,908990,over5,0.0
25146,825385,under5,0.0
25147,825385,over5,0.0
25148,41767,under5,0.0
25149,41767,over5,0.0
25150,846554,under5,0.0
25151,846554,over5,0.0
25152,912330,under5,0.0
25153,912330,over5,0.0
25154,41550,under5,0.0
25155,41550,over5,0.0
25156,40891,under5,0.0
25157,40891,over5,0.0
25158,361699,under5,0.0
25159,361699,over5,0.0
25160,44937,under5,0.0
25161,44937,over5,0.0
25162,827048,under5,0.0
25163,827048,over5,0.0
25164,831040,under5,0.0
25165,831040,over5,0.0
25166,715118,under5,0.0
25167,715118,over5,0.0
25168,165704,under5,0.0
25169,165704,over5,0.0
25170,40021,under5,0.0
25171,40021,over5,0.0
25172,851774,under5,0.0
25173,851774,over5,0.0
25174,906161,under5,0.0
25175,906161,over5,0.0
25176,42263,under5,32.0
25177,42263,over5,0.0
25178,863615,under5,0.0
25179,863615,over5,0.0
25180,869672,under5,0.0
25181,869672,over5,0.0
25182,541684,under5,0.0
25183,541684,over5,0.0
25184,41551,under5,0.0
25185,41551,over5,0.0
25186,40873,under5,30.0
25187,40873,over5,0.0
25188,221993,under5,0.0
25189,221993,over5,0.0
25190,27334,under5,0.0
25191,27334,over5,0.0
25192,45155,under5,27.0
25193,45155,over5,0.0
25194,871036,under5,0.0
25195,871036,over5,0.0
25196,42367,under5,34.0
25197,42367,over5,0.0
25198,41552,under5,0.0
25199,41552,over5,0.0
25200,837643,under5,0.0
25201,837643,over5,0.0
25202,44000,under5,0.0
25203,44000,over5,0.0
25204,43731,under5,9.0
25205,43731,over5,0.0
25206,873812,under5,0.0
25207,873812,over5,0.0
25208,42109,under5,18.0
25209,42109,over5,0.0
25210,807922,under5,0.0
25211,807922,over5,0.0
25212,884243,under5,0.0
25213,884243,over5,0.0
25214,902201,under5,0.0
25215,902201,over5,0.0
25216,905722,under5,0.0
25217,905722,over5,0.0
25218,884416,under5,0.0
25219,884416,over5,0.0
25220,812826,under5,0.0
25221,812826,over5,0.0
25222,32982,under5,0.0
25223,32982,over5,0.0
25224,503,under5,0.0
25225,503,over5,0.0
25226,250169,under5,0.0
25227,250169,over5,0.0
25228,807528,under5,0.0
25229,807528,over5,0.0
25230,300057,under5,0.0
25231,300057,over5,0.0
25232,32411,under5,0.0
25233,32411,over5,0.0
25234,396538,under5,0.0
25235,396538,over5,0.0
25236,688130,under5,0.0
25237,688130,over5,0.0
25238,40030,under5,1.0
25239,40030,over5,0.0
25240,166605,under5,0.0
25241,166605,over5,0.0
25242,801213,under5,0.0
25243,801213,over5,0.0
25244,888553,under5,0.0
25245,888553,over5,0.0
25246,40010,under5,4.0
25247,40010,over5,0.0
25248,404504,under5,0.0
25249,404504,over5,0.0
25250,41923,under5,0.0
25251,41923,over5,0.0
25252,39985,under5,0.0
25253,39985,over5,0.0
25254,493422,under5,0.0
25255,493422,over5,0.0
25256,426455,under5,5.0
25257,426455,over5,0.0
25258,31304,under5,0.0
25259,31304,over5,0.0
25260,19266,under5,0.0
25261,19266,over5,0.0
25262,920146,under5,0.0
25263,920146,over5,0.0
25264,601208,under5,0.0
25265,601208,over5,0.0
25266,598434,under5,0.0
25267,598434,over5,0.0
25268,243227,under5,0.0
25269,243227,over5,0.0
25270,380295,under5,0.0
25271,380295,over5,0.0
25272,866393,under5,0.0
25273,866393,over5,0.0
25274,42299,under5,0.0
25275,42299,over5,0.0
25276,44064,under5,0.0
25277,44064,over5,0.0
25278,892354,under5,0.0
25279,892354,over5,0.0
25280,907403,under5,0.0
25281,907403,over5,0.0
25282,903677,under5,0.0
25283,903677,over5,0.0
25284,869990,under5,0.0
25285,869990,over5,0.0
25286,601050,under5,0.0
25287,601050,over5,0.0
25288,687153,under5,0.0
25289,687153,over5,0.0
25290,42082,under5,0.0
25291,42082,over5,0.0
25292,330747,under5,0.0
25293,330747,over5,0.0
25294,631784,under5,0.0
25295,631784,over5,0.0
25296,839838,under5,0.0
25297,839838,over5,0.0
25298,834673,under5,0.0
25299,834673,over5,0.0
25300,760306,under5,0.0
25301,760306,over5,0.0
25302,32274,under5,0.0
25303,32274,over5,0.0
25304,249551,under5,0.0
25305,249551,over5,0.0
25306,753629,under5,0.0
25307,753629,over5,0.0
25308,770525,under5,0.0
25309,770525,over5,0.0
25310,878636,under5,0.0
25311,878636,over5,0.0
25312,315059,under5,0.0
25313,315059,over5,0.0
25314,131746,under5,0.0
25315,131746,over5,0.0
25316,920088,under5,0.0
25317,920088,over5,0.0
25318,920211,under5,0.0
25319,920211,over5,0.0
25320,923684,under5,0.0
25321,923684,over5,0.0
25322,891613,under5,0.0
25323,891613,over5,0.0
25324,920210,under5,0.0
25325,920210,over5,0.0
25326,900947,under5,0.0
25327,900947,over5,0.0
25328,900155,under5,0.0
25329,900155,over5,0.0
25330,13741,under5,0.0
25331,13741,over5,0.0
25332,29830,under5,0.0
25333,29830,over5,0.0
25334,42191,under5,17.0
25335,42191,over5,0.0
25336,872160,under5,0.0
25337,872160,over5,0.0
25338,842954,under5,0.0
25339,842954,over5,0.0
25340,905407,under5,0.0
25341,905407,over5,0.0
25342,901528,under5,6.0
25343,901528,over5,0.0
25344,773593,under5,0.0
25345,773593,over5,0.0
25346,160591,under5,0.0
25347,160591,over5,0.0
25348,319571,under5,0.0
25349,319571,over5,0.0
25350,894404,under5,0.0
25351,894404,over5,0.0
25352,40488,under5,0.0
25353,40488,over5,5.0
25354,712916,under5,0.0
25355,712916,over5,0.0
25356,524533,under5,0.0
25357,524533,over5,0.0
25358,915707,under5,0.0
25359,915707,over5,0.0
25360,294474,under5,0.0
25361,294474,over5,0.0
25362,221718,under5,0.0
25363,221718,over5,0.0
25364,598513,under5,0.0
25365,598513,over5,0.0
25366,837183,under5,0.0
25367,837183,over5,0.0
25368,42012,under5,0.0
25369,42012,over5,0.0
25370,127701,under5,0.0
25371,127701,over5,0.0
25372,40257,under5,0.0
25373,40257,over5,0.0
25374,820848,under5,0.0
25375,820848,over5,0.0
25376,894626,under5,0.0
25377,894626,over5,0.0
25378,905623,under5,0.0
25379,905623,over5,0.0
25380,653248,under5,0.0
25381,653248,over5,0.0
25382,43980,under5,0.0
